gene_id,renum,From,Species,Gene Name,Score,AP,layer,connected component changes,LCC changes
8315,48,BRAP,Homo sapiens,BRCA1 associated protein(BRAP),0.52987004,8315,2,1,0.001077005923532548
2969,1166,GTF2I,Homo sapiens,general transcription factor IIi(GTF2I),0.52811361,2969,7,2,0.004942339373970372
54880,1694,BCOR,Homo sapiens,BCL6 corepressor(BCOR),0.52694427,54880,1,1,0.0008080808080808133
27202,1051,C5AR2,Homo sapiens,complement C5a receptor 2(C5AR2),0.52460949,27202,3,1,0.001410437235543016
4907,1512,NT5E,Homo sapiens,5'-nucleotidase ecto(NT5E),0.52286181,4907,1,1,0.00121212121212122
23048,2038,FNBP1,Homo sapiens,formin binding protein 1(FNBP1),0.52111736,23048,2,1,0.001615508885298822
3791,1356,KDR,Homo sapiens,kinase insert domain receptor(KDR),0.51821655,3791,1,1,0.0008080808080808133
27229,1063,TUBGCP4,Homo sapiens,tubulin gamma complex component 4(TUBGCP4),0.51532415,27229,2,1,0.001615508885298822
5305,1586,PIP4K2A,Homo sapiens,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha(PIP4K2A),0.51359234,5305,1,1,0.0008080808080808133
10765,1023,KDM5B,Homo sapiens,lysine demethylase 5B(KDM5B),0.51243921,10765,1,2,0.00121212121212122
222484,469,LNX2,Homo sapiens,ligand of numb-protein X 2(LNX2),0.50783995,222484,1,1,0.0008080808080808133
718,283,C3,Homo sapiens,complement C3(C3),0.50612046,718,1,2,0.00121212121212122
59345,778,GNB4,Homo sapiens,G protein subunit beta 4(GNB4),0.50440388,59345,3,1,0.001410437235543016
9343,422,EFTUD2,Homo sapiens,elongation factor Tu GTP binding domain containing 2(EFTUD2),0.50269022,9343,4,1,0.001809954751131215
5587,1660,PRKD1,Homo sapiens,protein kinase D1(PRKD1),0.50097947,5587,3,1,0.001410437235543016
84959,1196,UBASH3B,Homo sapiens,ubiquitin associated and SH3 domain containing B(UBASH3B),0.49927196,84959,4,1,0.002714932126696823
3689,1330,ITGB2,Homo sapiens,integrin subunit beta 2(ITGB2),0.49756737,3689,2,1,0.001077005923532548
861,330,RUNX1,Homo sapiens,RUNX family transcription factor 1(RUNX1),0.49586537,861,3,1,0.001410437235543016
719,284,C3AR1,Homo sapiens,complement C3a receptor 1(C3AR1),0.49473232,719,3,1,0.001410437235543016
51366,884,UBR5,Homo sapiens,ubiquitin protein ligase E3 component n-recognin 5(UBR5),0.49303518,51366,3,1,0.001410437235543016
8204,8,NRIP1,Homo sapiens,nuclear receptor interacting protein 1(NRIP1),0.49190538,8204,1,1,0.0008080808080808133
3123,1234,HLA-DRB1,Homo sapiens,"major histocompatibility complex, class II, DR beta 1(HLA-DRB1)",0.49077687,3123,2,1,0.001077005923532548
10130,750,PDIA6,Homo sapiens,protein disulfide isomerase family A member 6(PDIA6),0.48964965,10130,9,1,0.005167958656330796
7009,2217,TMBIM6,Homo sapiens,transmembrane BAX inhibitor motif containing 6(TMBIM6),0.48908653,7009,2,2,0.001615508885298822
9731,575,CEP104,Homo sapiens,centrosomal protein 104(CEP104),0.48739911,9731,2,1,0.001077005923532548
23582,2295,CCNDBP1,Homo sapiens,cyclin D1 binding protein 1(CCNDBP1),0.48515376,23582,1,1,0.0008080808080808133
10098,737,TSPAN5,Homo sapiens,tetraspanin 5(TSPAN5),0.48012552,10098,1,1,0.0008080808080808133
7332,2319,UBE2L3,Homo sapiens,ubiquitin conjugating enzyme E2 L3(UBE2L3),0.47734102,7332,2,2,0.001615508885298822
25885,471,POLR1A,Homo sapiens,RNA polymerase I subunit A(POLR1A),0.47622936,25885,1,1,0.0008080808080808133
9601,510,PDIA4,Homo sapiens,protein disulfide isomerase family A member 4(PDIA4),0.47511899,9601,1,1,0.0008080808080808133
283208,1477,P4HA3,Homo sapiens,prolyl 4-hydroxylase subunit alpha 3(P4HA3),0.47400992,283208,3,1,0.002115655853314524
338,155,APOB,Homo sapiens,apolipoprotein B(APOB),0.47179599,338,1,1,0.0008080808080808133
4841,1496,NONO,Homo sapiens,non-POU domain containing octamer binding(NONO),0.46903547,4841,3,1,0.001410437235543016
928,357,CD9,Homo sapiens,CD9 molecule(CD9),0.46793353,928,1,1,0.0008080808080808133
55729,1975,ATF7IP,Homo sapiens,activating transcription factor 7 interacting protein(ATF7IP),0.46628304,55729,1,1,0.0008080808080808133
1948,753,EFNB2,Homo sapiens,ephrin B2(EFNB2),0.46518434,1948,2,1,0.001077005923532548
7010,2218,TEK,Homo sapiens,TEK receptor tyrosine kinase(TEK),0.46244358,7010,9,1,0.007751937984496138
8239,22,USP9X,Homo sapiens,ubiquitin specific peptidase 9 X-linked(USP9X),0.46080314,8239,2,2,0.001615508885298822
3122,1233,HLA-DRA,Homo sapiens,"major histocompatibility complex, class II, DR alpha(HLA-DRA)",0.4591653,3122,1,1,0.0008080808080808133
10933,1094,MORF4L1,Homo sapiens,mortality factor 4 like 1(MORF4L1),0.45807502,10933,2,1,0.001077005923532548
8676,212,STX11,Homo sapiens,syntaxin 11(STX11),0.45644203,8676,10,1,0.008510638297872353
23054,2042,NCOA6,Homo sapiens,nuclear receptor coactivator 6(NCOA6),0.455355,23054,1,1,0.0008080808080808133
2782,1109,GNB1,Homo sapiens,G protein subunit beta 1(GNB1),0.45426925,2782,4,3,0.005429864253393646
4744,1484,NEFH,Homo sapiens,neurofilament heavy chain(NEFH),0.45210198,4744,5,1,0.002259887005649719
10618,972,TGOLN2,Homo sapiens,trans-golgi network protein 2(TGOLN2),0.44994055,10618,4,1,0.001809954751131215
3827,1365,KNG1,Homo sapiens,kininogen 1(KNG1),0.44832246,3827,1,1,0.0008080808080808133
3133,1236,HLA-E,Homo sapiens,"major histocompatibility complex, class I, E(HLA-E)",0.44724515,3133,1,2,0.00121212121212122
3598,1308,IL13RA2,Homo sapiens,interleukin 13 receptor subunit alpha 2(IL13RA2),0.4456316,3598,2,2,0.001615508885298822
56110,2190,PCDHGA5,Homo sapiens,"protocadherin gamma subfamily A, 5(PCDHGA5)",0.44348474,56110,2,1,0.001077005923532548
1741,677,DLG3,Homo sapiens,discs large MAGUK scaffold protein 3(DLG3),0.44241326,1741,1,2,0.001616161616161627
1000,389,CDH2,Homo sapiens,cadherin 2(CDH2),0.43920722,1000,9,1,0.005167958656330796
23648,2307,SSBP3,Homo sapiens,single stranded DNA binding protein 3(SSBP3),0.43760858,23648,11,1,0.01652892561983466
8291,30,DYSF,Homo sapiens,dysferlin(DYSF),0.43707624,8291,2,1,0.001077005923532548
65989,197,DLK2,Homo sapiens,delta like non-canonical Notch ligand 2(DLK2),0.43601253,65989,2,1,0.001077005923532548
3663,1318,IRF5,Homo sapiens,interferon regulatory factor 5(IRF5),0.4344194,3663,7,1,0.003294892915980285
219931,2173,TPCN2,Homo sapiens,two pore segment channel 2(TPCN2),0.43282951,219931,2,1,0.001077005923532548
112770,1850,GLMP,Homo sapiens,glycosylated lysosomal membrane protein(GLMP),0.42965782,112770,3,1,0.001410437235543016
2071,812,ERCC3,Homo sapiens,"ERCC excision repair 3, TFIIH core complex helicase subunit(ERCC3)",0.42807635,2071,8,2,0.005988023952095856
10771,1028,ZMYND11,Homo sapiens,zinc finger MYND-type containing 11(ZMYND11),0.4264978,10771,10,1,0.01276595744680853
84168,904,ANTXR1,Homo sapiens,ANTXR cell adhesion molecule 1(ANTXR1),0.42492248,84168,3,2,0.002115655853314524
87,26,ACTN1,Homo sapiens,actinin alpha 1(ACTN1),0.42334976,87,2,1,0.001077005923532548
7018,2222,TF,Homo sapiens,transferrin(TF),0.4223029,7018,2,3,0.004308023694130303
23193,2113,GANAB,Homo sapiens,glucosidase II alpha subunit(GANAB),0.42021339,23193,6,1,0.002721088435374108
55061,1750,SUSD4,Homo sapiens,sushi domain containing 4(SUSD4),0.41864942,55061,2,1,0.001077005923532548
6647,2023,SOD1,Homo sapiens,superoxide dismutase 1(SOD1),0.41760839,6647,3,1,0.001410437235543016
489,213,ATP2A3,Homo sapiens,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3(ATP2A3),0.41553054,489,2,1,0.001077005923532548
868,336,CBLB,Homo sapiens,Cbl proto-oncogene B(CBLB),0.41190849,868,8,1,0.003992015968063867
3305,1264,HSPA1L,Homo sapiens,heat shock protein family A (Hsp70) member 1 like(HSPA1L),0.41087588,3305,3,1,0.001410437235543016
5340,1606,PLG,Homo sapiens,plasminogen(PLG),0.40932973,5340,8,1,0.003992015968063867
3572,1302,IL6ST,Homo sapiens,interleukin 6 cytokine family signal transducer(IL6ST),0.40778649,3572,6,3,0.006802721088435382
4867,1503,NPHP1,Homo sapiens,nephrocystin 1(NPHP1),0.40624585,4867,5,1,0.002259887005649719
3603,1310,IL16,Homo sapiens,interleukin 16(IL16),0.40522037,3603,3,1,0.002115655853314524
7903,2436,ST8SIA4,Homo sapiens,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(ST8SIA4)",0.40368491,7903,2,1,0.001077005923532548
4684,1478,NCAM1,Homo sapiens,neural cell adhesion molecule 1(NCAM1),0.40266267,4684,1,1,0.0008080808080808133
5360,1613,PLTP,Homo sapiens,phospholipid transfer protein(PLTP),0.40113175,5360,1,1,0.0008080808080808133
154091,2017,SLC2A12,Homo sapiens,solute carrier family 2 member 12(SLC2A12),0.39909538,154091,2,1,0.001077005923532548
10437,902,IFI30,Homo sapiens,IFI30 lysosomal thiol reductase(IFI30),0.39706386,10437,1,1,0.0008080808080808133
7549,2371,ZNF2,Homo sapiens,zinc finger protein 2(ZNF2),0.39554363,7549,4,1,0.001809954751131215
57594,114,HOMEZ,Homo sapiens,homeobox and leucine zipper encoding(HOMEZ),0.39453176,57594,2,1,0.001077005923532548
9968,688,MED12,Homo sapiens,mediator complex subunit 12(MED12),0.39301639,9968,13,1,0.1333333333333333
5577,1652,PRKAR2B,Homo sapiens,protein kinase cAMP-dependent type II regulatory subunit beta(PRKAR2B),0.39150426,5577,1,1,0.0008080808080808133
3141,1239,HLCS,Homo sapiens,holocarboxylase synthetase(HLCS),0.38898998,3141,1,2,0.00121212121212122
5908,1749,RAP1B,Homo sapiens,"RAP1B, member of RAS oncogene family(RAP1B)",0.38698439,5908,3,2,0.002115655853314524
23382,2208,AHCYL2,Homo sapiens,adenosylhomocysteinase like 2(AHCYL2),0.38548359,23382,3,1,0.001410437235543016
54520,1617,CCDC93,Homo sapiens,coiled-coil domain containing 93(CCDC93),0.38348707,54520,2,1,0.001077005923532548
1612,617,DAPK1,Homo sapiens,death associated protein kinase 1(DAPK1),0.38149606,1612,10,1,0.01276595744680853
23136,2084,EPB41L3,Homo sapiens,erythrocyte membrane protein band 4.1 like 3(EPB41L3),0.38000629,23136,4,2,0.002714932126696823
92345,893,NAF1,Homo sapiens,nuclear assembly factor 1 ribonucleoprotein(NAF1),0.3785191,92345,1,1,0.0008080808080808133
84254,945,CAMKK1,Homo sapiens,calcium/calmodulin dependent protein kinase kinase 1(CAMKK1),0.37604791,84254,1,1,0.0008080808080808133
65123,2410,INTS3,Homo sapiens,integrator complex subunit 3(INTS3),0.37506132,65123,4,1,0.001809954751131215
50943,700,FOXP3,Homo sapiens,forkhead box P3(FOXP3),0.37407602,50943,1,1,0.0008080808080808133
23062,2046,GGA2,Homo sapiens,"golgi associated, gamma adaptin ear containing, ARF binding protein 2(GGA2)",0.37112984,23062,2,1,0.001077005923532548
58533,433,SNX6,Homo sapiens,sorting nexin 6(SNX6),0.36966015,58533,1,1,0.0008080808080808133
27005,973,USP21,Homo sapiens,ubiquitin specific peptidase 21(USP21),0.36819338,27005,2,1,0.001077005923532548
9656,536,MDC1,Homo sapiens,mediator of DNA damage checkpoint 1(MDC1),0.36721715,9656,9,1,0.007751937984496138
7052,2236,TGM2,Homo sapiens,transglutaminase 2(TGM2),0.36672952,7052,3,1,0.001410437235543016
93380,1257,MMGT1,Homo sapiens,membrane magnesium transporter 1(MMGT1),0.36575524,93380,2,1,0.001077005923532548
64805,2355,P2RY12,Homo sapiens,purinergic receptor P2Y12(P2RY12),0.36429624,64805,2,1,0.001077005923532548
9581,501,PREPL,Homo sapiens,prolyl endopeptidase like(PREPL),0.3633252,9581,5,1,0.002259887005649719
84450,1007,ZNF512,Homo sapiens,zinc finger protein 512(ZNF512),0.36187139,84450,4,1,0.001809954751131215
10693,998,CCT6B,Homo sapiens,chaperonin containing TCP1 subunit 6B(CCT6B),0.36042049,10693,1,1,0.0008080808080808133
944,366,TNFSF8,Homo sapiens,TNF superfamily member 8(TNFSF8),0.35945463,944,3,1,0.001410437235543016
2778,1108,GNAS,Homo sapiens,GNAS complex locus(GNAS),0.3580086,2778,2,2,0.001615508885298822
11059,1145,WWP1,Homo sapiens,WW domain containing E3 ubiquitin protein ligase 1(WWP1),0.35608466,11059,2,1,0.001077005923532548
9070,339,ASH2L,Homo sapiens,"ASH2 like, histone lysine methyltransferase complex subunit(ASH2L)",0.35320879,9070,3,2,0.002115655853314524
84916,1180,UTP4,Homo sapiens,UTP4 small subunit processome component(UTP4),0.35177506,84916,5,1,0.002259887005649719
9529,479,BAG5,Homo sapiens,BAG cochaperone 5(BAG5),0.35034426,9529,8,1,0.003992015968063867
51429,922,SNX9,Homo sapiens,sorting nexin 9(SNX9),0.34844202,51429,6,1,0.002721088435374108
55823,2043,VPS11,Homo sapiens,VPS11 core subunit of CORVET and HOPS complexes(VPS11),0.34749236,55823,1,1,0.0008080808080808133
29126,1461,CD274,Homo sapiens,CD274 molecule(CD274),0.3460703,29126,5,1,0.003389830508474523
6196,1832,RPS6KA2,Homo sapiens,ribosomal protein S6 kinase A2(RPS6KA2),0.34465148,6196,7,2,0.00658978583196046
79600,1738,TCTN1,Homo sapiens,tectonic family member 1(TCTN1),0.34323526,79600,4,1,0.001809954751131215
54464,1589,XRN1,Homo sapiens,5'-3' exoribonuclease 1(XRN1),0.34182195,54464,2,1,0.001077005923532548
163590,2444,TOR1AIP2,Homo sapiens,torsin 1A interacting protein 2(TOR1AIP2),0.33994239,163590,3,1,0.001410437235543016
54956,1722,PARP16,Homo sapiens,poly(ADP-ribose) polymerase family member 16(PARP16),0.33947323,54956,5,1,0.002259887005649719
7416,2336,VDAC1,Homo sapiens,voltage dependent anion channel 1(VDAC1),0.33853589,7416,4,1,0.001809954751131215
10161,766,LPAR6,Homo sapiens,lysophosphatidic acid receptor 6(LPAR6),0.33759983,10161,1,1,0.0008080808080808133
7555,2372,CNBP,Homo sapiens,CCHC-type zinc finger nucleic acid binding protein(CNBP),0.33666508,7555,1,1,0.0008080808080808133
185,80,AGTR1,Homo sapiens,angiotensin II receptor type 1(AGTR1),0.33573162,185,1,1,0.0008080808080808133
835,318,CASP2,Homo sapiens,caspase 2(CASP2),0.33386891,835,12,1,0.03448275862068961
6279,1851,S100A8,Homo sapiens,S100 calcium binding protein A8(S100A8),0.33247537,6279,5,1,0.002259887005649719
2037,793,EPB41L2,Homo sapiens,erythrocyte membrane protein band 4.1 like 2(EPB41L2),0.33154774,2037,12,1,0.03448275862068961
8916,289,HERC3,Homo sapiens,HECT and RLD domain containing E3 ubiquitin protein ligase 3(HERC3),0.32923629,8916,1,1,0.0008080808080808133
10395,873,DLC1,Homo sapiens,DLC1 Rho GTPase activating protein(DLC1),0.32693131,10395,3,1,0.001410437235543016
117157,986,SH2D1B,Homo sapiens,SH2 domain containing 1B(SH2D1B),0.32601146,117157,2,1,0.001077005923532548
971,378,CD72,Homo sapiens,CD72 molecule(CD72),0.32509291,971,5,2,0.003389830508474523
22909,1936,FAN1,Homo sapiens,FANCD2 and FANCI associated nuclease 1(FAN1),0.32326001,22909,3,1,0.001410437235543016
114609,2480,TIRAP,Homo sapiens,TIR domain containing adaptor protein(TIRAP),0.32234534,114609,8,1,0.003992015968063867
132884,708,EVC2,Homo sapiens,EvC ciliary complex subunit 2(EVC2),0.32097577,132884,5,1,0.002259887005649719
391,179,RHOG,Homo sapiens,ras homolog family member G(RHOG),0.31960944,391,2,1,0.001077005923532548
3117,1229,HLA-DQA1,Homo sapiens,"major histocompatibility complex, class II, DQ alpha 1(HLA-DQA1)",0.31869996,3117,4,1,0.001809954751131215
56254,2261,RNF20,Homo sapiens,ring finger protein 20(RNF20),0.31779177,56254,4,1,0.001809954751131215
55810,2032,FOXJ2,Homo sapiens,forkhead box J2(FOXJ2),0.31688488,55810,1,2,0.00121212121212122
26523,752,AGO1,Homo sapiens,argonaute RISC component 1(AGO1),0.31507499,26523,5,2,0.003389830508474523
55212,1790,BBS7,Homo sapiens,Bardet-Biedl syndrome 7(BBS7),0.31327061,55212,3,1,0.001410437235543016
3635,1316,INPP5D,Homo sapiens,inositol polyphosphate-5-phosphatase D(INPP5D),0.3119208,3635,3,1,0.001410437235543016
23304,2166,UBR2,Homo sapiens,ubiquitin protein ligase E3 component n-recognin 2(UBR2),0.31102233,23304,5,2,0.003389830508474523
5129,1541,CDK18,Homo sapiens,cyclin dependent kinase 18(CDK18),0.30878281,5129,4,1,0.001809954751131215
64324,2200,NSD1,Homo sapiens,nuclear receptor binding SET domain protein 1(NSD1),0.3074424,64324,3,2,0.002115655853314524
3394,1269,IRF8,Homo sapiens,interferon regulatory factor 8(IRF8),0.30521519,3394,6,1,0.004081632653061273
8030,2466,CCDC6,Homo sapiens,coiled-coil domain containing 6(CCDC6),0.30388288,8030,5,2,0.005649717514124242
286530,2456,P2RY8,Homo sapiens,P2Y receptor family member 8(P2RY8),0.30166927,286530,2,1,0.001077005923532548
56121,2195,PCDHB15,Homo sapiens,protocadherin beta 15(PCDHB15),0.29990345,56121,1,1,0.0008080808080808133
5289,1578,PIK3C3,Homo sapiens,phosphatidylinositol 3-kinase catalytic subunit type 3(PIK3C3),0.29858248,5289,5,1,0.002259887005649719
3710,1339,ITPR3,Homo sapiens,"inositol 1,4,5-trisphosphate receptor type 3(ITPR3)",0.29726475,3710,2,1,0.001077005923532548
11016,1130,ATF7,Homo sapiens,activating transcription factor 7(ATF7),0.2942029,11016,6,1,0.005442176870748328
81929,5,SEH1L,Homo sapiens,SEH1 like nucleoporin(SEH1L),0.29202591,81929,11,1,0.09090909090909094
4218,1428,RAB8A,Homo sapiens,"RAB8A, member RAS oncogene family(RAB8A)",0.2898554,4218,2,1,0.001077005923532548
2643,1059,GCH1,Homo sapiens,GTP cyclohydrolase 1(GCH1),0.28812488,2643,6,1,0.0
7508,2362,XPC,Homo sapiens,"XPC complex subunit, DNA damage recognition and repair factor(XPC)",0.28639956,7508,4,1,0.001809954751131215
51684,1009,SUFU,Homo sapiens,SUFU negative regulator of hedgehog signaling(SUFU),0.28553867,51684,2,1,0.001077005923532548
1604,611,CD55,Homo sapiens,CD55 molecule (Cromer blood group)(CD55),0.28467909,1604,3,1,0.002115655853314524
950,369,SCARB2,Homo sapiens,scavenger receptor class B member 2(SCARB2),0.28253612,950,3,1,0.001410437235543016
84548,1052,TMEM185A,Homo sapiens,transmembrane protein 185A(TMEM185A),0.28125435,84548,1,1,0.0008080808080808133
10526,943,IPO8,Homo sapiens,importin 8(IPO8),0.27912499,10526,5,1,0.002259887005649719
6548,1955,SLC9A1,Homo sapiens,solute carrier family 9 member A1(SLC9A1),0.27827513,6548,3,1,0.001410437235543016
197131,221,UBR1,Homo sapiens,ubiquitin protein ligase E3 component n-recognin 1(UBR1),0.27657961,197131,6,2,0.004081632653061273
9001,311,HAP1,Homo sapiens,huntingtin associated protein 1(HAP1),0.27531113,9001,6,1,0.002721088435374108
4281,1433,MID1,Homo sapiens,midline 1(MID1),0.27278389,4281,2,1,0.001077005923532548
80230,1924,RUFY1,Homo sapiens,RUN and FYVE domain containing 1(RUFY1),0.27194374,80230,1,2,0.00121212121212122
8431,109,NR0B2,Homo sapiens,nuclear receptor subfamily 0 group B member 2(NR0B2),0.27068595,8431,2,1,0.001077005923532548
1969,765,EPHA2,Homo sapiens,EPH receptor A2(EPHA2),0.26984905,1969,9,1,0.005167958656330796
972,379,CD74,Homo sapiens,CD74 molecule(CD74),0.2681801,972,3,1,0.002820874471086032
5336,1602,PLCG2,Homo sapiens,phospholipase C gamma 2(PLCG2),0.26693138,5336,11,1,0.0
7325,2317,UBE2E2,Homo sapiens,ubiquitin conjugating enzyme E2 E2(UBE2E2),0.26568558,7325,4,1,0.001809954751131215
10954,1102,PDIA5,Homo sapiens,protein disulfide isomerase family A member 5(PDIA5),0.26444237,10954,3,2,0.002115655853314524
10625,975,IVNS1ABP,Homo sapiens,influenza virus NS1A binding protein(IVNS1ABP),0.26361519,10625,6,1,0.002721088435374108
3984,1389,LIMK1,Homo sapiens,LIM domain kinase 1(LIMK1),0.26320208,3984,2,1,0.001077005923532548
5098,1537,PCDHGC3,Homo sapiens,"protocadherin gamma subfamily C, 3(PCDHGC3)",0.26237684,5098,3,2,0.002820874471086032
8829,251,NRP1,Homo sapiens,neuropilin 1(NRP1),0.26114173,8829,4,1,0.001809954751131215
7433,2342,VIPR1,Homo sapiens,vasoactive intestinal peptide receptor 1(VIPR1),0.26031973,7433,4,1,0.001809954751131215
7579,2377,ZSCAN20,Homo sapiens,zinc finger and SCAN domain containing 20(ZSCAN20),0.25867994,7579,2,1,0.001077005923532548
4040,1399,LRP6,Homo sapiens,LDL receptor related protein 6(LRP6),0.25704501,4040,1,1,0.0008080808080808133
8500,137,PPFIA1,Homo sapiens,PTPRF interacting protein alpha 1(PPFIA1),0.25582221,8500,9,3,0.01033591731266148
5795,1715,PTPRJ,Homo sapiens,protein tyrosine phosphatase receptor type J(PTPRJ),0.25500863,5795,4,1,0.001809954751131215
29766,1555,TMOD3,Homo sapiens,tropomodulin 3(TMOD3),0.25419635,29766,1,1,0.0008080808080808133
115825,414,WDFY2,Homo sapiens,WD repeat and FYVE domain containing 2(WDFY2),0.25257568,115825,2,1,0.001077005923532548
9559,490,VPS26A,Homo sapiens,VPS26 retromer complex component A(VPS26A),0.2505581,9559,1,1,0.0008080808080808133
4853,1499,NOTCH2,Homo sapiens,notch receptor 2(NOTCH2),0.24975295,4853,3,1,0.001410437235543016
81565,2422,NDEL1,Homo sapiens,nudE neurodevelopment protein 1 like 1(NDEL1),0.24854765,81565,7,1,0.003294892915980285
29993,1627,PACSIN1,Homo sapiens,protein kinase C and casein kinase substrate in neurons 1(PACSIN1),0.24654594,29993,4,1,0.001809954751131215
440738,1963,MAP1LC3C,Homo sapiens,microtubule associated protein 1 light chain 3 gamma(MAP1LC3C),0.24574727,440738,5,1,0.002259887005649719
7375,2325,USP4,Homo sapiens,ubiquitin specific peptidase 4(USP4),0.24455201,7375,9,2,0.01550387596899228
23097,2066,CDK19,Homo sapiens,cyclin dependent kinase 19(CDK19),0.24335967,23097,10,1,0.008510638297872353
57448,34,BIRC6,Homo sapiens,baculoviral IAP repeat containing 6(BIRC6),0.24217025,57448,6,1,0.002721088435374108
8641,193,PCDHGB4,Homo sapiens,"protocadherin gamma subfamily B, 4(PCDHGB4)",0.24098374,8641,2,1,0.001077005923532548
6280,1852,S100A9,Homo sapiens,S100 calcium binding protein A9(S100A9),0.23979983,6280,6,1,0.002721088435374108
8522,149,GAS7,Homo sapiens,growth arrest specific 7(GAS7),0.23940584,8522,1,1,0.0008080808080808133
288,130,ANK3,Homo sapiens,ankyrin 3(ANK3),0.23861883,288,8,1,0.003992015968063867
9459,461,ARHGEF6,Homo sapiens,Rac/Cdc42 guanine nucleotide exchange factor 6(ARHGEF6),0.23744075,9459,3,1,0.001410437235543016
583,235,BBS2,Homo sapiens,Bardet-Biedl syndrome 2(BBS2),0.23665698,583,2,1,0.001077005923532548
3614,1312,IMPDH1,Homo sapiens,inosine monophosphate dehydrogenase 1(IMPDH1),0.23548376,3614,1,1,0.0008080808080808133
83706,698,FERMT3,Homo sapiens,FERM domain containing kindlin 3(FERMT3),0.23431345,83706,3,1,0.002115655853314524
118,44,ADD1,Homo sapiens,adducin 1(ADD1),0.23314638,118,6,1,0.005442176870748328
217,100,ALDH2,Homo sapiens,aldehyde dehydrogenase 2 family member(ALDH2),0.23198191,217,8,1,0.003992015968063867
10401,877,PIAS3,Homo sapiens,protein inhibitor of activated STAT 3(PIAS3),0.23120721,10401,9,1,0.007751937984496138
3101,1221,HK3,Homo sapiens,hexokinase 3(HK3),0.22850922,3101,1,1,0.0008080808080808133
2219,887,FCN1,Homo sapiens,ficolin 1(FCN1),0.22659046,2219,2,1,0.001077005923532548
50628,544,GEMIN4,Homo sapiens,gem nuclear organelle associated protein 4(GEMIN4),0.22582484,50628,9,1,0.005167958656330796
7597,2379,ZBTB25,Homo sapiens,zinc finger and BTB domain containing 25(ZBTB25),0.22467915,7597,1,1,0.0008080808080808133
328,148,APEX1,Homo sapiens,apurinic/apyrimidinic endodeoxyribonuclease 1(APEX1),0.22353606,328,2,2,0.001615508885298822
114548,2471,NLRP3,Homo sapiens,NLR family pyrin domain containing 3(NLRP3),0.22239589,114548,2,1,0.001615508885298822
64170,2126,CARD9,Homo sapiens,caspase recruitment domain family member 9(CARD9),0.22125863,64170,7,1,0.004942339373970372
4817,1493,NIT1,Homo sapiens,nitrilase 1(NIT1),0.22012461,4817,2,2,0.001615508885298822
722,287,C4BPA,Homo sapiens,complement component 4 binding protein alpha(C4BPA),0.21899319,722,4,1,0.003619909502262431
810,312,CALML3,Homo sapiens,calmodulin like 3(CALML3),0.21674038,810,5,1,0.004519774011299438
473,204,RERE,Homo sapiens,arginine-glutamic acid dipeptide repeats(RERE),0.2156177,473,8,1,0.005988023952095856
80306,1977,MED28,Homo sapiens,mediator complex subunit 28(MED28),0.21524412,80306,2,1,0.001077005923532548
2631,1054,NIPSNAP2,Homo sapiens,nipsnap homolog 2(NIPSNAP2),0.21449794,2631,3,1,0.001410437235543016
9612,511,NCOR2,Homo sapiens,nuclear receptor corepressor 2(NCOR2),0.21375305,9612,6,1,0.002721088435374108
10207,782,PATJ,Homo sapiens,PATJ crumbs cell polarity complex component(PATJ),0.21300946,10207,6,1,0.002721088435374108
29843,1570,SENP1,Homo sapiens,SUMO specific peptidase 1(SENP1),0.21226716,29843,4,1,0.003619909502262431
4253,1432,MIA2,Homo sapiens,MIA SH3 domain ER export factor 2(MIA2),0.2118965,4253,6,1,0.002721088435374108
23019,2013,CNOT1,Homo sapiens,CCR4-NOT transcription complex subunit 1(CNOT1),0.21004902,23019,3,1,0.001410437235543016
56852,2388,RAD18,Homo sapiens,RAD18 E3 ubiquitin protein ligase(RAD18),0.208209,56852,2,1,0.001077005923532548
9354,424,UBE4A,Homo sapiens,ubiquitination factor E4A(UBE4A),0.20601192,9354,4,1,0.002714932126696823
9693,563,RAPGEF2,Homo sapiens,Rap guanine nucleotide exchange factor 2(RAPGEF2),0.20491775,9693,2,1,0.001077005923532548
273,123,AMPH,Homo sapiens,amphiphysin(AMPH),0.20418971,273,5,1,0.002259887005649719
2132,837,EXT2,Homo sapiens,exostosin glycosyltransferase 2(EXT2),0.20346297,2132,6,1,0.002721088435374108
64174,2128,DPEP2,Homo sapiens,dipeptidase 2(DPEP2),0.20129084,64174,2,1,0.001077005923532548
57552,97,NCEH1,Homo sapiens,neutral cholesterol ester hydrolase 1(NCEH1),0.20056928,57552,3,1,0.001410437235543016
51179,787,HAO2,Homo sapiens,hydroxyacid oxidase 2(HAO2),0.19984901,51179,1,1,0.00121212121212122
2887,1149,GRB10,Homo sapiens,growth factor receptor bound protein 10(GRB10),0.19877137,2887,3,1,0.001410437235543016
3915,1377,LAMC1,Homo sapiens,laminin subunit gamma 1(LAMC1),0.19805435,3915,2,1,0.001077005923532548
7040,2229,TGFB1,Homo sapiens,transforming growth factor beta 1(TGFB1),0.19733862,7040,8,1,0.003992015968063867
27163,1032,NAAA,Homo sapiens,N-acylethanolamine acid amidase(NAAA),0.19698124,27163,3,1,0.001410437235543016
