0,gene,renum,From,To,Species,Gene Name,Finder_Score,Gene Symbol,Description_x,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link,GeneID,Symbol,Description_y,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent,Similarity,entry_id,K-Shell,Degree,PageRank,Betweenness,Collective_influence,AP,layer,connected component changes,LCC changes,Score_total
1255,3251,1255,HPRT1,3251,Homo sapiens,hypoxanthine phosphoribosyltransferase 1(HPRT1),0.00014515,HPRT1,Hypoxanthine Phosphoribosyltransferase 1,Protein Coding,P00492,61,GC0XP134460,63.41059494,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPRT1,3251,HPRT1,hypoxanthine phosphoribosyltransferase 1,HGPRT|HPRT,protein-coding,ENSG00000165704,active,NC_000023.11,134460165,134500668,positive,1395,GO:0000166///GO:0000287///GO:0004422///GO:0005515///GO:0042802///GO:0052657,GO:0001913///GO:0001975///GO:0006164///GO:0006166///GO:0006178///GO:0007625///GO:0007626///GO:0021756///GO:0021895///GO:0021954///GO:0032263///GO:0032264///GO:0042417///GO:0043103///GO:0044209///GO:0045964///GO:0046038///GO:0046040///GO:0046083///GO:0046100///GO:0046651///GO:0048813///GO:0051289///GO:0071542,GO:0005737///GO:0005829///GO:0070062,nucleotide binding///magnesium ion binding///hypoxanthine phosphoribosyltransferase activity///protein binding///identical protein binding///guanine phosphoribosyltransferase activity,T cell mediated cytotoxicity///response to amphetamine///purine nucleotide biosynthetic process///purine ribonucleoside salvage///guanine salvage///grooming behavior///locomotory behavior///striatum development///cerebral cortex neuron differentiation///central nervous system neuron development///GMP salvage///IMP salvage///dopamine metabolic process///hypoxanthine salvage///AMP salvage///positive regulation of dopamine metabolic process///GMP catabolic process///IMP metabolic process///adenine metabolic process///hypoxanthine metabolic process///lymphocyte proliferation///dendrite morphogenesis///protein homotetramerization///dopaminergic neuron differentiation,cytoplasm///cytosol///extracellular exosome,0,3251,6,8,0.000306418,0.000112065,2912,3251,2,1,0.001077006,0
720,83759,720,RBM4B,83759,Homo sapiens,RNA binding motif protein 4B(RBM4B),0.03202727,RBM4B,RNA Binding Motif Protein 4B,Protein Coding,Q9BQ04,42,GC11M066664,19.76145554,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM4B,83759,RBM4B,RNA binding motif protein 4B,RBM30|RBM4L|ZCCHC15|ZCCHC21B|ZCRB3B,protein-coding,ENSG00000173914,active,NC_000011.10,66664998,66677887,negative,2721,GO:0003723///GO:0003729///GO:0005515///GO:0008270,GO:0000398///GO:0006417///GO:0007623///GO:0010628///GO:0032922///GO:0043153,GO:0005654///GO:0005730///GO:0005829///GO:0016607///GO:0032991,RNA binding///mRNA binding///protein binding///zinc ion binding,"mRNA splicing, via spliceosome///regulation of translation///circadian rhythm///positive regulation of gene expression///circadian regulation of gene expression///entrainment of circadian clock by photoperiod",nucleoplasm///nucleolus///cytosol///nuclear speck///protein-containing complex,0,83759,6,8,0.000321246,0.000344802,3948,83759,9,1,0.005167959,0
1395,4018,1395,LPA,4018,Homo sapiens,lipoprotein(a)(LPA),1.85E-05,LPA,Lipoprotein(A),Protein Coding,P08519,54,GC06M160531,35.83000946,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA,4018,LPA,lipoprotein(a),AK38|APOA|LP,protein-coding,ENSG00000198670,active,NC_000006.12,160531482,160664275,negative,6431,GO:0001968///GO:0004175///GO:0004252///GO:0004866///GO:0005102///GO:0005515///GO:0008201///GO:0034185,GO:0006508///GO:0006629///GO:0006869///GO:0008015///GO:0010951,GO:0005576///GO:0005615///GO:0019897///GO:0034358,fibronectin binding///endopeptidase activity///serine-type endopeptidase activity///endopeptidase inhibitor activity///signaling receptor binding///protein binding///heparin binding///apolipoprotein binding,proteolysis///lipid metabolic process///lipid transport///blood circulation///negative regulation of endopeptidase activity,extracellular region///extracellular space///extrinsic component of plasma membrane///plasma lipoprotein particle,0,4018,4,5,0.000213562,4.22E-05,980,4018,9,1,0.005167959,0
2223,23405,2223,DICER1,23405,Homo sapiens,"dicer 1, ribonuclease III(DICER1)",0.00014127,DICER1,"Dicer 1, Ribonuclease III",Protein Coding,Q9UPY3,61,GC14M095086,81.16416931,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1,23405,DICER1,"dicer 1, ribonuclease III",DCR1|Dicer|Dicer1e|GLOW|HERNA|K12H4.8-LIKE|MNG1|RMSE2|aviD,protein-coding,ENSG00000100697,active,NC_000014.9,95086228,95158263,negative,18393,GO:0003677///GO:0003723///GO:0003725///GO:0004386///GO:0004521///GO:0004525///GO:0004530///GO:0005515///GO:0005524///GO:0019904///GO:0035197///GO:0046872///GO:0070883,GO:0000122///GO:0006309///GO:0010586///GO:0010626///GO:0010629///GO:0014040///GO:0016078///GO:0021675///GO:0030422///GO:0031054///GO:0031643///GO:0032290///GO:0032720///GO:0035196///GO:0038061///GO:0048812///GO:0070922///GO:0090501///GO:0090502///GO:0098795,GO:0005634///GO:0005737///GO:0005829///GO:0016442///GO:0048471///GO:0070062///GO:0070578,DNA binding///RNA binding///double-stranded RNA binding///helicase activity///endoribonuclease activity///ribonuclease III activity///deoxyribonuclease I activity///protein binding///ATP binding///protein domain specific binding///siRNA binding///metal ion binding///pre-miRNA binding,"negative regulation of transcription by RNA polymerase II///apoptotic DNA fragmentation///miRNA metabolic process///negative regulation of Schwann cell proliferation///negative regulation of gene expression///positive regulation of Schwann cell differentiation///tRNA catabolic process///nerve development///siRNA processing///pre-miRNA processing///positive regulation of myelination///peripheral nervous system myelin formation///negative regulation of tumor necrosis factor production///miRNA processing///NIK/NF-kappaB signaling///neuron projection morphogenesis///RISC complex assembly///RNA phosphodiester bond hydrolysis///RNA phosphodiester bond hydrolysis, endonucleolytic///global gene silencing by mRNA cleavage",nucleus///cytoplasm///cytosol///RISC complex///perinuclear region of cytoplasm///extracellular exosome///RISC-loading complex,0,23405,11,15,0.000479177,0.0002494,7952,23405,7,1,0.003294893,0
2156,6907,2156,TBL1X,6907,Homo sapiens,transducin beta like 1 X-linked(TBL1X),0.03555115,TBL1X,Transducin Beta Like 1 X-Linked,Protein Coding,O60907,52,GC0XP009463,39.75807953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1X,6907,TBL1X,transducin beta like 1 X-linked,CHNG8|EBI|SMAP55|TBL1,protein-coding,ENSG00000101849,active,NC_000023.11,9463295,9719740,positive,6121,GO:0000976///GO:0003714///GO:0005515///GO:0008013///GO:0008022///GO:0019904///GO:0042393///GO:0140297,GO:0000122///GO:0006357///GO:0006508///GO:0007605///GO:0016575///GO:0043161///GO:0045893///GO:0045944///GO:0050821///GO:0090263,GO:0000118///GO:0005634///GO:0005654///GO:0017053///GO:0072686,transcription cis-regulatory region binding///transcription corepressor activity///protein binding///beta-catenin binding///protein C-terminus binding///protein domain specific binding///histone binding///DNA-binding transcription factor binding,negative regulation of transcription by RNA polymerase II///regulation of transcription by RNA polymerase II///proteolysis///sensory perception of sound///histone deacetylation///proteasome-mediated ubiquitin-dependent protein catabolic process///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///protein stabilization///positive regulation of canonical Wnt signaling pathway,histone deacetylase complex///nucleus///nucleoplasm///transcription repressor complex///mitotic spindle,0,6907,8,10,0.000358625,0.000216823,2178,6907,8,1,0.005988024,0
691,9970,691,NR1I3,9970,Homo sapiens,nuclear receptor subfamily 1 group I member 3(NR1I3),0.00011211,NR1I3,Nuclear Receptor Subfamily 1 Group I Member 3,Protein Coding,Q14994,57,GC01M161229,43.9414711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I3,9970,NR1I3,nuclear receptor subfamily 1 group I member 3,CAR|CAR1|MB67,protein-coding,ENSG00000143257,active,NC_000001.11,161229666,161238623,negative,1821,GO:0000977///GO:0000978///GO:0000981///GO:0001228///GO:0003700///GO:0004879///GO:0005515///GO:0008270///GO:1990837,GO:0000122///GO:0001649///GO:0007165///GO:0030154///GO:0030522///GO:0045944,GO:0000785///GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005856,"RNA polymerase II transcription regulatory region sequence-specific DNA binding///RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///DNA-binding transcription factor activity///nuclear receptor activity///protein binding///zinc ion binding///sequence-specific double-stranded DNA binding",negative regulation of transcription by RNA polymerase II///osteoblast differentiation///signal transduction///cell differentiation///intracellular receptor signaling pathway///positive regulation of transcription by RNA polymerase II,chromatin///nucleus///nucleoplasm///cytoplasm///cytosol///cytoskeleton,0,9970,12,14,0.000418218,0.000136486,13143,9970,12,1,0.034482759,0
1170,11165,1170,NUDT3,11165,Homo sapiens,nudix hydrolase 3(NUDT3),1.65E-05,NUDT3,Nudix Hydrolase 3,Protein Coding,O95989,46,GC06M097240,13.05010414,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT3,11165,NUDT3,nudix hydrolase 3,DIPP|DIPP-1|DIPP1,protein-coding,ENSG00000272325,active,NC_000006.12,34279679,34392669,negative,9900,GO:0000287///GO:0000298///GO:0005515///GO:0008486///GO:0034431///GO:0034432///GO:0050072///GO:0052840///GO:0052842,GO:0007267///GO:0015961///GO:0071543///GO:0071544///GO:0110154///GO:1901907///GO:1901909///GO:1901911,GO:0005634///GO:0005737///GO:0005829,magnesium ion binding///endopolyphosphatase activity///protein binding///diphosphoinositol-polyphosphate diphosphatase activity///bis(5'-adenosyl)-hexaphosphatase activity///bis(5'-adenosyl)-pentaphosphatase activity///m7G(5')pppN diphosphatase activity///inositol diphosphate tetrakisphosphate diphosphatase activity///inositol diphosphate pentakisphosphate diphosphatase activity,cell-cell signaling///diadenosine polyphosphate catabolic process///diphosphoinositol polyphosphate metabolic process///diphosphoinositol polyphosphate catabolic process///RNA decapping///diadenosine pentaphosphate catabolic process///diadenosine hexaphosphate catabolic process///adenosine 5'-(hexahydrogen pentaphosphate) catabolic process,nucleus///cytoplasm///cytosol,0,11165,6,7,0.000290809,7.17E-05,450,11165,8,1,0.003992016,0
1400,4057,1400,LTF,4057,Homo sapiens,lactotransferrin(LTF),6.48E-06,LTF,Lactotransferrin,Protein Coding,P02788,58,GC03M046435,47.50850677,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTF,4057,LTF,lactotransferrin,GIG12|HEL110|HLF2|LF,protein-coding,ENSG00000012223,active,NC_000003.12,46435645,46485234,negative,3504,GO:0001530///GO:0003677///GO:0004252///GO:0004869///GO:0005506///GO:0005515///GO:0008201///GO:0043539,GO:0001503///GO:0001817///GO:0001895///GO:0002227///GO:0006508///GO:0006826///GO:0006959///GO:0019731///GO:0019732///GO:0031640///GO:0031665///GO:0032680///GO:0032780///GO:0033690///GO:0034145///GO:0043066///GO:0043123///GO:0044793///GO:0045071///GO:0045669///GO:0048525///GO:0050829///GO:0051092///GO:0051673///GO:0055072///GO:0060349///GO:0061844///GO:0071902///GO:1900159///GO:1900229///GO:1902732///GO:2000117///GO:2000308///GO:2001205,GO:0005576///GO:0005615///GO:0005634///GO:0005737///GO:0005769///GO:0005886///GO:0009986///GO:0030141///GO:0032991///GO:0035580///GO:0042581///GO:0055037///GO:0070062///GO:0097013///GO:1904724,lipopolysaccharide binding///DNA binding///serine-type endopeptidase activity///cysteine-type endopeptidase inhibitor activity///iron ion binding///protein binding///heparin binding///protein serine/threonine kinase activator activity,ossification///regulation of cytokine production///retina homeostasis///innate immune response in mucosa///proteolysis///iron ion transport///humoral immune response///antibacterial humoral response///antifungal humoral response///killing of cells of another organism///negative regulation of lipopolysaccharide-mediated signaling pathway///regulation of tumor necrosis factor production///negative regulation of ATP-dependent activity///positive regulation of osteoblast proliferation///positive regulation of toll-like receptor 4 signaling pathway///negative regulation of apoptotic process///positive regulation of I-kappaB kinase/NF-kappaB signaling///negative regulation by host of viral process///negative regulation of viral genome replication///positive regulation of osteoblast differentiation///negative regulation of viral process///defense response to Gram-negative bacterium///positive regulation of NF-kappaB transcription factor activity///disruption of membrane integrity in another organism///iron ion homeostasis///bone morphogenesis///antimicrobial humoral immune response mediated by antimicrobial peptide///positive regulation of protein serine/threonine kinase activity///positive regulation of bone mineralization involved in bone maturation///negative regulation of single-species biofilm formation in or on host organism///positive regulation of chondrocyte proliferation///negative regulation of cysteine-type endopeptidase activity///negative regulation of tumor necrosis factor (ligand) superfamily member 11 production///negative regulation of osteoclast development,extracellular region///extracellular space///nucleus///cytoplasm///early endosome///plasma membrane///cell surface///secretory granule///protein-containing complex///specific granule lumen///specific granule///recycling endosome///extracellular exosome///phagocytic vesicle lumen///tertiary granule lumen,0,4057,4,6,0.000312933,0.000883938,975,4057,1,1,0.000808081,0
1636,5469,1636,MED1,5469,Homo sapiens,mediator complex subunit 1(MED1),0.04573237,MED1,Mediator Complex Subunit 1,Protein Coding,Q15648,55,GC17M039404,47.27772522,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED1,5469,MED1,mediator complex subunit 1,CRSP1|CRSP200|DRIP205|DRIP230|PBP|PPARBP|PPARGBP|RB18A|TRAP220|TRIP2,protein-coding,ENSG00000125686,active,NC_000017.11,39404285,39451281,negative,8155,GO:0001223///GO:0003677///GO:0003682///GO:0003712///GO:0003713///GO:0003714///GO:0005515///GO:0016922///GO:0030331///GO:0030374///GO:0042809///GO:0042974///GO:0042975///GO:0044877///GO:0046966///GO:0050693///GO:0140297///GO:1990841,GO:0000122///GO:0000902///GO:0001525///GO:0001889///GO:0001892///GO:0002088///GO:0002154///GO:0003222///GO:0003406///GO:0006357///GO:0006590///GO:0006606///GO:0006702///GO:0007420///GO:0007595///GO:0010628///GO:0010839///GO:0030216///GO:0030224///GO:0030518///GO:0031100///GO:0032968///GO:0033148///GO:0035050///GO:0035116///GO:0035162///GO:0035357///GO:0035729///GO:0035855///GO:0042789///GO:0043066///GO:0045023///GO:0045444///GO:0045618///GO:0045648///GO:0045665///GO:0045893///GO:0045944///GO:0048821///GO:0048822///GO:0051123///GO:0060218///GO:0060261///GO:0060335///GO:0060744///GO:0060745///GO:0060750///GO:0070318///GO:0070562///GO:0071364///GO:0071383///GO:0097067///GO:2000347///GO:2001141,GO:0005634///GO:0005654///GO:0005730///GO:0016020///GO:0016592///GO:0070847,transcription coactivator binding///DNA binding///chromatin binding///transcription coregulator activity///transcription coactivator activity///transcription corepressor activity///protein binding///nuclear receptor binding///nuclear estrogen receptor binding///nuclear receptor coactivator activity///nuclear vitamin D receptor binding///nuclear retinoic acid receptor binding///peroxisome proliferator activated receptor binding///protein-containing complex binding///nuclear thyroid hormone receptor binding///LBD domain binding///DNA-binding transcription factor binding///promoter-specific chromatin binding,negative regulation of transcription by RNA polymerase II///cell morphogenesis///angiogenesis///liver development///embryonic placenta development///lens development in camera-type eye///thyroid hormone mediated signaling pathway///ventricular trabecula myocardium morphogenesis///retinal pigment epithelium development///regulation of transcription by RNA polymerase II///thyroid hormone generation///protein import into nucleus///androgen biosynthetic process///brain development///lactation///positive regulation of gene expression///negative regulation of keratinocyte proliferation///keratinocyte differentiation///monocyte differentiation///intracellular steroid hormone receptor signaling pathway///animal organ regeneration///positive regulation of transcription elongation by RNA polymerase II///positive regulation of intracellular estrogen receptor signaling pathway///embryonic heart tube development///embryonic hindlimb morphogenesis///embryonic hemopoiesis///peroxisome proliferator activated receptor signaling pathway///cellular response to hepatocyte growth factor stimulus///megakaryocyte development///mRNA transcription by RNA polymerase II///negative regulation of apoptotic process///G0 to G1 transition///fat cell differentiation///positive regulation of keratinocyte differentiation///positive regulation of erythrocyte differentiation///negative regulation of neuron differentiation///positive regulation of DNA-templated transcription///positive regulation of transcription by RNA polymerase II///erythrocyte development///enucleate erythrocyte development///RNA polymerase II preinitiation complex assembly///hematopoietic stem cell differentiation///positive regulation of transcription initiation by RNA polymerase II///positive regulation of type II interferon-mediated signaling pathway///mammary gland branching involved in thelarche///mammary gland branching involved in pregnancy///epithelial cell proliferation involved in mammary gland duct elongation///positive regulation of G0 to G1 transition///regulation of vitamin D receptor signaling pathway///cellular response to epidermal growth factor stimulus///cellular response to steroid hormone stimulus///cellular response to thyroid hormone stimulus///positive regulation of hepatocyte proliferation///regulation of RNA biosynthetic process,nucleus///nucleoplasm///nucleolus///membrane///mediator complex///core mediator complex,0,5469,13,21,0.000615091,0.000720189,30360,5469,12,2,0.103448276,0
1295,3553,1295,IL1B,3553,Homo sapiens,interleukin 1 beta(IL1B),0.00010627,IL1B,Interleukin 1 Beta,Protein Coding,P01584,60,GC02M112829,131.9062347,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B,3553,IL1B,interleukin 1 beta,IL-1|IL1-BETA|IL1F2|IL1beta,protein-coding,ENSG00000125538,active,NC_000002.12,112829751,112836843,negative,1571,GO:0005125///GO:0005149///GO:0005178///GO:0005515///GO:0019904,GO:0000165///GO:0001660///GO:0001934///GO:0002711///GO:0006915///GO:0006954///GO:0006955///GO:0007165///GO:0007249///GO:0007254///GO:0007267///GO:0007566///GO:0008284///GO:0008285///GO:0009743///GO:0010573///GO:0010575///GO:0010628///GO:0010718///GO:0010829///GO:0014805///GO:0019221///GO:0030213///GO:0030335///GO:0030593///GO:0030730///GO:0030949///GO:0031394///GO:0031622///GO:0031663///GO:0032308///GO:0032496///GO:0032725///GO:0032729///GO:0032743///GO:0032755///GO:0032757///GO:0033092///GO:0033198///GO:0034116///GO:0035234///GO:0035505///GO:0042102///GO:0043122///GO:0043123///GO:0043406///GO:0043407///GO:0043491///GO:0045429///GO:0045766///GO:0045833///GO:0045840///GO:0045893///GO:0045917///GO:0045944///GO:0046330///GO:0046627///GO:0046827///GO:0048143///GO:0050691///GO:0050729///GO:0050766///GO:0050767///GO:0050768///GO:0050796///GO:0050805///GO:0050830///GO:0050995///GO:0050996///GO:0050999///GO:0051044///GO:0051091///GO:0051092///GO:0051781///GO:0060252///GO:0060355///GO:0060559///GO:0070164///GO:0070372///GO:0070487///GO:0070498///GO:0070555///GO:0071222///GO:0071260///GO:0071310///GO:0071407///GO:0071466///GO:0071639///GO:0097192///GO:0097398///GO:0150078///GO:1900745///GO:1901224///GO:1902680///GO:1903140///GO:1903597///GO:2000556///GO:2001240,GO:0005576///GO:0005615///GO:0005764///GO:0005829///GO:0030141,cytokine activity///interleukin-1 receptor binding///integrin binding///protein binding///protein domain specific binding,MAPK cascade///fever generation///positive regulation of protein phosphorylation///positive regulation of T cell mediated immunity///apoptotic process///inflammatory response///immune response///signal transduction///I-kappaB kinase/NF-kappaB signaling///JNK cascade///cell-cell signaling///embryo implantation///positive regulation of cell population proliferation///negative regulation of cell population proliferation///response to carbohydrate///vascular endothelial growth factor production///positive regulation of vascular endothelial growth factor production///positive regulation of gene expression///positive regulation of epithelial to mesenchymal transition///negative regulation of glucose transmembrane transport///smooth muscle adaptation///cytokine-mediated signaling pathway///hyaluronan biosynthetic process///positive regulation of cell migration///neutrophil chemotaxis///sequestering of triglyceride///positive regulation of vascular endothelial growth factor receptor signaling pathway///positive regulation of prostaglandin biosynthetic process///positive regulation of fever generation///lipopolysaccharide-mediated signaling pathway///positive regulation of prostaglandin secretion///response to lipopolysaccharide///positive regulation of granulocyte macrophage colony-stimulating factor production///positive regulation of type II interferon production///positive regulation of interleukin-2 production///positive regulation of interleukin-6 production///positive regulation of interleukin-8 production///positive regulation of immature T cell proliferation in thymus///response to ATP///positive regulation of heterotypic cell-cell adhesion///ectopic germ cell programmed cell death///positive regulation of myosin light chain kinase activity///positive regulation of T cell proliferation///regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of I-kappaB kinase/NF-kappaB signaling///positive regulation of MAP kinase activity///negative regulation of MAP kinase activity///protein kinase B signaling///positive regulation of nitric oxide biosynthetic process///positive regulation of angiogenesis///negative regulation of lipid metabolic process///positive regulation of mitotic nuclear division///positive regulation of DNA-templated transcription///positive regulation of complement activation///positive regulation of transcription by RNA polymerase II///positive regulation of JNK cascade///negative regulation of insulin receptor signaling pathway///positive regulation of protein export from nucleus///astrocyte activation///regulation of defense response to virus by host///positive regulation of inflammatory response///positive regulation of phagocytosis///regulation of neurogenesis///negative regulation of neurogenesis///regulation of insulin secretion///negative regulation of synaptic transmission///defense response to Gram-positive bacterium///negative regulation of lipid catabolic process///positive regulation of lipid catabolic process///regulation of nitric-oxide synthase activity///positive regulation of membrane protein ectodomain proteolysis///positive regulation of DNA-binding transcription factor activity///positive regulation of NF-kappaB transcription factor activity///positive regulation of cell division///positive regulation of glial cell proliferation///positive regulation of cell adhesion molecule production///positive regulation of calcidiol 1-monooxygenase activity///negative regulation of adiponectin secretion///regulation of ERK1 and ERK2 cascade///monocyte aggregation///interleukin-1-mediated signaling pathway///response to interleukin-1///cellular response to lipopolysaccharide///cellular response to mechanical stimulus///cellular response to organic substance///cellular response to organic cyclic compound///cellular response to xenobiotic stimulus///positive regulation of monocyte chemotactic protein-1 production///extrinsic apoptotic signaling pathway in absence of ligand///cellular response to interleukin-17///positive regulation of neuroinflammatory response///positive regulation of p38MAPK cascade///positive regulation of NIK/NF-kappaB signaling///positive regulation of RNA biosynthetic process///regulation of establishment of endothelial barrier///negative regulation of gap junction assembly///positive regulation of T-helper 1 cell cytokine production///negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,extracellular region///extracellular space///lysosome///cytosol///secretory granule,0.195652174,3553,8,10,0.000371196,0.000689246,7074,3553,11,1,0,0
773,92105,773,INTS4,92105,Homo sapiens,integrator complex subunit 4(INTS4),8.49E-05,INTS4,Integrator Complex Subunit 4,Protein Coding,Q96HW7,44,GC11M129429,13.87313175,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS4,92105,INTS4,integrator complex subunit 4,INT4|MST093,protein-coding,ENSG00000149262,active,NC_000011.10,77874418,77994670,negative,6668,GO:0005515,GO:0016180///GO:0034243,GO:0005634///GO:0005654///GO:0005730///GO:0032039,protein binding,snRNA processing///regulation of transcription elongation by RNA polymerase II,nucleus///nucleoplasm///nucleolus///integrator complex,0,92105,8,11,0.00041914,0.000686495,6970,92105,2,1,0.001077006,0
1881,375056,1881,MIA3,375056,Homo sapiens,MIA SH3 domain ER export factor 3(MIA3),8.00E-05,MIA3,MIA SH3 Domain ER Export Factor 3,Protein Coding,Q5JRA6,48,GC01P222618,24.98385811,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIA3,375056,MIA3,MIA SH3 domain ER export factor 3,ARNT|D320|ODCD2|TANGO|TANGO1|UNQ6077,protein-coding,ENSG00000154305,active,NC_000001.11,222618097,222668012,positive,9317,GO:0005515///GO:0038024,GO:0002042///GO:0002687///GO:0006887///GO:0006888///GO:0006897///GO:0007029///GO:0007162///GO:0009306///GO:0015031///GO:0030336///GO:0035459///GO:0042060///GO:0042953///GO:0070973///GO:0090110///GO:0140052///GO:1903038///GO:2000402,GO:0005788///GO:0005789///GO:0016020///GO:0043231///GO:0070971,protein binding///cargo receptor activity,cell migration involved in sprouting angiogenesis///positive regulation of leukocyte migration///exocytosis///endoplasmic reticulum to Golgi vesicle-mediated transport///endocytosis///endoplasmic reticulum organization///negative regulation of cell adhesion///protein secretion///protein transport///negative regulation of cell migration///vesicle cargo loading///wound healing///lipoprotein transport///protein localization to endoplasmic reticulum exit site///COPII-coated vesicle cargo loading///cellular response to oxidised low-density lipoprotein particle stimulus///negative regulation of leukocyte cell-cell adhesion///negative regulation of lymphocyte migration,endoplasmic reticulum lumen///endoplasmic reticulum membrane///membrane///intracellular membrane-bounded organelle///endoplasmic reticulum exit site,0,375056,5,8,0.000391476,0.001037676,1071,375056,1,1,0.000808081,0
1026,51729,1026,WBP11,51729,Homo sapiens,WW domain binding protein 11(WBP11),0.08612739,WBP11,WW Domain Binding Protein 11,Protein Coding,Q9Y2W2,48,GC12M014784,21.47817993,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBP11,51729,WBP11,WW domain binding protein 11,BUG13|CFAP90|FAP90|NPWBP|PPP1R165|SIPP1|VCTERL|VCTRL|WBP-11,protein-coding,ENSG00000084463,active,NC_000012.12,14784582,14803478,negative,4581,GO:0003697///GO:0003723///GO:0005515///GO:0050699,GO:0006364///GO:0045292,GO:0005634///GO:0005654///GO:0005681///GO:0005829///GO:0043231,single-stranded DNA binding///RNA binding///protein binding///WW domain binding,"rRNA processing///mRNA cis splicing, via spliceosome",nucleus///nucleoplasm///spliceosomal complex///cytosol///intracellular membrane-bounded organelle,0,51729,11,14,0.000458073,0.000558122,16419,51729,3,1,0.002820874,0
263,8858,263,PROZ,8858,Homo sapiens,"protein Z, vitamin K dependent plasma glycoprotein(PROZ)",7.91E-05,PROZ,"Protein Z, Vitamin K Dependent Plasma Glycoprotein",Protein Coding,P22891,52,GC13P113158,15.86346817,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROZ,8858,PROZ,"protein Z, vitamin K dependent plasma glycoprotein",PZ,protein-coding,ENSG00000126231,active,NC_000013.11,113155864,113172386,positive,3633,GO:0004252///GO:0005509///GO:0005515,GO:0006508///GO:0007596,GO:0005615///GO:0005788///GO:0005796///GO:0070062,serine-type endopeptidase activity///calcium ion binding///protein binding,proteolysis///blood coagulation,extracellular space///endoplasmic reticulum lumen///Golgi lumen///extracellular exosome,0,8858,4,5,0.000232603,0.000179226,1740,8858,4,2,0.002714932,0
264,667,264,DST,667,Homo sapiens,dystonin(DST),0.09856887,DST,Dystonin,Protein Coding,Q03001,55,GC06M056457,51.3682251,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DST,667,DST,dystonin,BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2,protein-coding,ENSG00000151914,active,NC_000006.12,56457987,56954830,negative,33813,GO:0003779///GO:0005178///GO:0005198///GO:0005509///GO:0005515///GO:0008017///GO:0008022///GO:0051010,GO:0007010///GO:0007155///GO:0007229///GO:0008090///GO:0009611///GO:0030011///GO:0031581///GO:0042060///GO:0045104///GO:0048870,GO:0005604///GO:0005634///GO:0005635///GO:0005654///GO:0005737///GO:0005789///GO:0005829///GO:0005882///GO:0005925///GO:0005938///GO:0009925///GO:0015630///GO:0016020///GO:0030018///GO:0030056///GO:0031252///GO:0031410///GO:0031673///GO:0035371///GO:1904115,actin binding///integrin binding///structural molecule activity///calcium ion binding///protein binding///microtubule binding///protein C-terminus binding///microtubule plus-end binding,cytoskeleton organization///cell adhesion///integrin-mediated signaling pathway///retrograde axonal transport///response to wounding///maintenance of cell polarity///hemidesmosome assembly///wound healing///intermediate filament cytoskeleton organization///cell motility,basement membrane///nucleus///nuclear envelope///nucleoplasm///cytoplasm///endoplasmic reticulum membrane///cytosol///intermediate filament///focal adhesion///cell cortex///basal plasma membrane///microtubule cytoskeleton///membrane///Z disc///hemidesmosome///cell leading edge///cytoplasmic vesicle///H zone///microtubule plus-end///axon cytoplasm,0,667,12,21,0.000670561,0.000983024,19960,667,7,1,0.003294893,0
