GeneID,Symbol,Description,GeneType,EnsemblGeneID,Length
693146,MIR561,microRNA 561,ncRNA,ENSG00000207951,97
105373790,LOC105373790,uncharacterized LOC105373790,ncRNA,,1186
116093,DIRC1,disrupted in renal carcinoma 1,ncRNA,,1473
105373791,LOC105373791,uncharacterized LOC105373791,ncRNA,,426
1281,COL3A1,collagen type III alpha 1 chain,protein-coding,ENSG00000168542,5490
100302219,MIR1245A,microRNA 1245a,ncRNA,ENSG00000221502,70
100616324,MIR1245B,microRNA 1245b,ncRNA,ENSG00000283238,69
100500837,MIR3606,microRNA 3606,ncRNA,ENSG00000284180,63
1290,COL5A2,collagen type V alpha 2 chain,protein-coding,ENSG00000204262,6983
100422908,MIR3129,microRNA 3129,ncRNA,ENSG00000264725,76
101927252,LOC101927252,replaced by ID 1290,,,913
84128,WDR75,WD repeat domain 75,protein-coding,ENSG00000115368,4390
30061,SLC40A1,solute carrier family 40 member 1,protein-coding,ENSG00000138449,3609
54529,ASNSD1,asparagine synthetase domain containing 1,protein-coding,ENSG00000138381,2471
110599588,ASDURF,ASNSD1 upstream open reading frame,protein-coding,ENSG00000286053,703
105373793,LOC105373793,uncharacterized LOC105373793,ncRNA,,1191
150709,ANKAR,ankyrin and armadillo repeat containing,protein-coding,ENSG00000151687,6268
64172,OSGEPL1,O-sialoglycoprotein endopeptidase like 1,protein-coding,ENSG00000128694,3912
101409258,OSGEPL1-AS1,OSGEPL1 antisense RNA 1,ncRNA,,915
94101,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1,protein-coding,ENSG00000128699,5822
5378,PMS1,"PMS1 homolog 1, mismatch repair system component",protein-coding,ENSG00000064933,5995
105373796,LOC105373796,uncharacterized LOC105373796,ncRNA,,1876
84281,C2orf88,chromosome 2 open reading frame 88,protein-coding,ENSG00000187699,5617
105373795,LOC105373795,,,,607
2660,MSTN,myostatin,protein-coding,ENSG00000138379,2819
105373794,LOC105373794,,,,6851
26275,HIBCH,3-hydroxyisobutyryl-CoA hydrolase,protein-coding,ENSG00000198130,2567
3628,INPP1,inositol polyphosphate-1-phosphatase,protein-coding,ENSG00000151689,2370
54842,MFSD6,major facilitator superfamily domain containing 6,protein-coding,ENSG00000151690,6999
105373802,LOC105373802,,,,6885
100131211,NEMP2,nuclear envelope integral membrane protein 2,protein-coding,ENSG00000189362,9088
105376748,NEMP2-DT,NEMP2 divergent transcript,ncRNA,ENSG00000233654,4092
4664,NAB1,NGFI-A binding protein 1,protein-coding,ENSG00000138386,5036
2744,GLS,glutaminase,protein-coding,ENSG00000115419,11343
6772,STAT1,signal transducer and activator of transcription 1,protein-coding,ENSG00000115415,4940
105373805,STAT4-AS1,STAT4 antisense RNA 1,ncRNA,ENSG00000231858,386
107985785,LOC107985785,uncharacterized LOC107985785,ncRNA,,944
6775,STAT4,signal transducer and activator of transcription 4,protein-coding,ENSG00000138378,3725
105373804,LOC105373804,uncharacterized LOC105373804,ncRNA,,616
4430,MYO1B,myosin IB,protein-coding,ENSG00000128641,5392
107985833,LOC107985833,uncharacterized LOC107985833,ncRNA,,227
64859,NABP1,nucleic acid binding protein 1,protein-coding,ENSG00000173559,6161
105747689,NABP1-OT1,replaced by ID 64859,,,1893
105373811,LOC105373811,,,,1044
105373812,LOC105373812,uncharacterized LOC105373812,ncRNA,,843
729254,LOC729254,hCG2045843,ncRNA,ENSG00000225884,774
8436,CAVIN2,caveolae associated protein 2,protein-coding,ENSG00000168497,3054
23671,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2,protein-coding,ENSG00000144339,8493
105373813,CAVIN2-AS1,CAVIN2 and TMEFF2 antisense RNA 1,ncRNA,,10743
101927366,LOC101927366,replaced by ID 105373813,,,5107
105376754,LOC105376754,,,,2929
112268441,LOC112268441,,,,625
64002,PCGEM1,PCGEM1 prostate-specific transcript,ncRNA,ENSG00000227418,1712
107985969,LOC107985969,uncharacterized LOC107985969,ncRNA,,195
105373815,LOC105373815,,,,1081
101927406,LINC01821,long intergenic non-protein coding RNA 1821,ncRNA,ENSG00000225539,1083
105373816,LOC105373816,uncharacterized LOC105373816,ncRNA,,2120
105376755,LOC105376755,uncharacterized LOC105376755,ncRNA,,956
101927431,LINC01790,long intergenic non-protein coding RNA 1790,ncRNA,ENSG00000230173,2852
105373817,LOC105373817,uncharacterized LOC105373817,ncRNA,,891
105373818,LINC01827,long intergenic non-protein coding RNA 1827,ncRNA,,533
57181,SLC39A10,solute carrier family 39 member 10,protein-coding,ENSG00000196950,11039
56171,DNAH7,dynein axonemal heavy chain 7,protein-coding,ENSG00000118997,12783
107985972,LOC107985972,uncharacterized LOC107985972,ncRNA,,3384
105373819,LOC105373819,,,,1162
9262,STK17B,serine/threonine kinase 17b,protein-coding,ENSG00000081320,5854
101927454,LOC101927454,uncharacterized LOC101927454,ncRNA,,1038
57520,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",protein-coding,ENSG00000138411,13129
101927482,HECW2-AS1,HECW2 antisense RNA 1,ncRNA,ENSG00000229056,1503
105373822,LOC105373822,uncharacterized LOC105373822,ncRNA,,1535
105373821,LOC105373821,uncharacterized LOC105373821,ncRNA,,3553
105373823,LOC105373823,uncharacterized LOC105373823,ncRNA,,599
284992,CCDC150,coiled-coil domain containing 150,protein-coding,ENSG00000144395,6766
100130452,LOC100130452,uncharacterized LOC100130452,ncRNA,,507
9330,GTF3C3,general transcription factor IIIC subunit 3,protein-coding,ENSG00000119041,4827
401027,C2orf66,chromosome 2 open reading frame 66,protein-coding,ENSG00000187944,2256
80055,PGAP1,post-GPI attachment to proteins inositol deacylase 1,protein-coding,ENSG00000197121,12160
91526,ANKRD44,ankyrin repeat domain 44,protein-coding,ENSG00000065413,11742
101927596,ANKRD44-AS1,ANKRD44 antisense RNA 1,ncRNA,ENSG00000231621,455
105373826,LOC105373826,replaced by ID 91526,,,2804
101927547,ANKRD44-IT1,ANKRD44 intronic transcript 1,ncRNA,ENSG00000236977,1069
105373824,ANKRD44-DT,ANKRD44 divergent transcript,ncRNA,,3978
23451,SF3B1,splicing factor 3b subunit 1,protein-coding,ENSG00000115524,6040
80219,COQ10B,coenzyme Q10B,protein-coding,ENSG00000115520,2723
3329,HSPD1,heat shock protein family D (Hsp60) member 1,protein-coding,ENSG00000144381,2360
106635540,SNORA105B,"small nucleolar RNA, H/ACA box 105B",snoRNA,,116
100529241,HSPE1-MOB4,HSPE1-MOB4 readthrough,protein-coding,ENSG00000270757,3897
3336,HSPE1,heat shock protein family E (Hsp10) member 1,protein-coding,ENSG00000115541,557
25843,MOB4,"MOB family member 4, phocein",protein-coding,ENSG00000115540,3941
130132,RFTN2,raftlin family member 2,protein-coding,ENSG00000162944,5656
92935,MARS2,"methionyl-tRNA synthetase 2, mitochondrial",protein-coding,ENSG00000247626,3027
66037,BOLL,"boule homolog, RNA binding protein",protein-coding,ENSG00000152430,3686
105373828,LOC105373828,uncharacterized LOC105373828,ncRNA,,3502
5334,PLCL1,phospholipase C like 1 (inactive),protein-coding,ENSG00000115896,7760
101927619,LINC01923,long intergenic non-protein coding RNA 1923,ncRNA,,2811
105373831,LOC105373831,uncharacterized LOC105373831,ncRNA,,3052
105373830,LOC105373830,uncharacterized LOC105373830,ncRNA,,1036
23314,SATB2,SATB homeobox 2,protein-coding,ENSG00000119042,8822
150538,SATB2-AS1,SATB2 antisense RNA 1,ncRNA,ENSG00000225953,3316
101927641,LINC01877,long intergenic non-protein coding RNA 1877,ncRNA,ENSG00000238217,2346
348751,FTCDNL1,formiminotransferase cyclodeaminase N-terminal like,protein-coding,ENSG00000226124,19943
101927687,LOC101927687,uncharacterized LOC101927687,ncRNA,ENSG00000232732,5227
205327,C2orf69,chromosome 2 open reading frame 69,protein-coding,ENSG00000178074,3691
129450,TYW5,tRNA-yW synthesizing protein 5,protein-coding,ENSG00000162971,5256
79568,MAIP1,matrix AAA peptidase interacting protein 1,protein-coding,ENSG00000162972,1646
105373833,LOC105373833,uncharacterized LOC105373833,ncRNA,,1648
26010,SPATS2L,spermatogenesis associated serine rich 2 like,protein-coding,ENSG00000196141,7711
107985786,LOC107985786,replaced by ID 101927741,,,245
101927741,LOC101927741,uncharacterized LOC101927741,ncRNA,,6476
130535,KCTD18,potassium channel tetramerization domain containing 18,protein-coding,ENSG00000155729,2939
151246,SGO2,shugoshin 2,protein-coding,ENSG00000163535,6486
316,AOX1,aldehyde oxidase 1,protein-coding,ENSG00000138356,5177
107161151,AOX3P-AOX2P,"AOX3P-AOX2P readthrough, transcribed pseudogene",pseudo,,5058
100507140,LINC01792,long intergenic non-protein coding RNA 1792,ncRNA,,2050
101927795,BZW1-AS1,BZW1 antisense RNA 1,ncRNA,ENSG00000230408,877
9689,BZW1,basic leucine zipper and W2 domains 1,protein-coding,ENSG00000082153,7114
1195,CLK1,CDC like kinase 1,protein-coding,ENSG00000013441,3708
53938,PPIL3,peptidylprolyl isomerase like 3,protein-coding,ENSG00000240344,1842
60491,NIF3L1,NGG1 interacting factor 3 like 1,protein-coding,ENSG00000196290,2855
4999,ORC2,origin recognition complex subunit 2,protein-coding,ENSG00000115942,5065
105373835,LOC105373835,uncharacterized LOC105373835,ncRNA,,820
285172,HYCC2,hyccin PI4KA lipid kinase complex subunit 2,protein-coding,ENSG00000155744,10735
4709,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,protein-coding,ENSG00000119013,1585
105373836,LOC105373836,uncharacterized LOC105373836,ncRNA,,612
8837,CFLAR,CASP8 and FADD like apoptosis regulator,protein-coding,ENSG00000003402,23460
65072,CFLAR-AS1,CFLAR antisense RNA 1,ncRNA,ENSG00000226312,1041
843,CASP10,caspase 10,protein-coding,ENSG00000003400,6863
841,CASP8,caspase 8,protein-coding,ENSG00000064012,3627
130540,FLACC1,flagellum associated containing coiled-coil domains 1,protein-coding,ENSG00000155749,3279
66008,TRAK2,trafficking kinesin protein 2,protein-coding,ENSG00000115993,6599
55437,STRADB,STE20 related adaptor beta,protein-coding,ENSG00000082146,2252
151254,C2CD6,C2 calcium dependent domain containing 6,protein-coding,ENSG00000155754,8091
65062,TMEM237,transmembrane protein 237,protein-coding,ENSG00000155755,5461
58538,MPP4,MAGUK p55 scaffold protein 4,protein-coding,ENSG00000082126,4027
57679,ALS2,alsin Rho guanine nucleotide exchange factor ALS2,protein-coding,ENSG00000003393,11342
65061,CDK15,cyclin dependent kinase 15,protein-coding,ENSG00000138395,10212
8324,FZD7,frizzled class receptor 7,protein-coding,ENSG00000155760,3851
100652824,KIAA2012,KIAA2012,protein-coding,ENSG00000182329,4659
729224,KIAA2012-AS1,KIAA2012 antisense RNA 1,ncRNA,ENSG00000222035,2778
7341,SUMO1,small ubiquitin like modifier 1,protein-coding,ENSG00000116030,1669
51602,NOP58,NOP58 ribonucleoprotein,protein-coding,ENSG00000055044,1994
692110,SNORD70,"small nucleolar RNA, C/D box 70",snoRNA,ENSG00000212534,88
109616995,SNORD70B,"small nucleolar RNA, C/D box 70B",snoRNA,ENSG00000212309,75
100113392,SNORD11B,"small nucleolar RNA, C/D box 11B",snoRNA,ENSG00000271852,112
692058,SNORD11,"small nucleolar RNA, C/D box 11",snoRNA,ENSG00000238317,84
107985976,LOC107985976,,,,966
659,BMPR2,bone morphogenetic protein receptor type 2,protein-coding,ENSG00000204217,12087
150864,FAM117B,family with sequence similarity 117 member B,protein-coding,ENSG00000138439,5982
130026,ICA1L,islet cell autoantigen 1 like,protein-coding,ENSG00000163596,8740
55759,WDR12,WD repeat domain 12,protein-coding,ENSG00000138442,8068
79800,CARF,calcium responsive transcription factor,protein-coding,ENSG00000138380,8678
65065,NBEAL1,neurobeachin like 1,protein-coding,ENSG00000144426,18379
57404,CYP20A1,cytochrome P450 family 20 subfamily A member 1,protein-coding,ENSG00000119004,11498
10152,ABI2,abl interactor 2,protein-coding,ENSG00000138443,23146
65059,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,protein-coding,ENSG00000173166,12281
940,CD28,CD28 molecule,protein-coding,ENSG00000178562,5729
1493,CTLA4,cytotoxic T-lymphocyte associated protein 4,protein-coding,ENSG00000163599,1997
101927840,LOC101927840,uncharacterized LOC101927840,ncRNA,,3922
29851,ICOS,inducible T cell costimulator,protein-coding,ENSG00000163600,2630
105373845,LOC105373845,uncharacterized LOC105373845,ncRNA,ENSG00000237843,854
117583,PARD3B,par-3 family cell polarity regulator beta,protein-coding,ENSG00000116117,23952
8828,NRP2,neuropilin 2,protein-coding,ENSG00000118257,16434
105373847,LOC105373847,uncharacterized LOC105373847,ncRNA,,1589
54891,INO80D,INO80 complex subunit D,protein-coding,ENSG00000114933,16488
105373848,LOC105373848,,,,408
4719,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,protein-coding,ENSG00000023228,11759
100329109,GCSHP3,GCSH pseudogene 3,pseudo,,1000
1933,EEF1B2,eukaryotic translation elongation factor 1 beta 2,protein-coding,ENSG00000114942,900
26798,SNORD51,"small nucleolar RNA, C/D box 51",snoRNA,ENSG00000207047,70
619569,SNORA41,"small nucleolar RNA, H/ACA box 41",snoRNA,ENSG00000207406,132
2825,CMKLR2,chemerin chemokine-like receptor 2,protein-coding,ENSG00000183671,2705
101669764,CMKLR2-AS,CMKLR2 antisense RNA,ncRNA,,3708
57683,ZDBF2,zinc finger DBF-type containing 2,protein-coding,ENSG00000204186,11791
8745,ADAM23,ADAM metallopeptidase domain 23,protein-coding,ENSG00000114948,6425
200726,FAM237A,family with sequence similarity 237 member A,protein-coding,ENSG00000235118,1116
391475,DYTN,dystrotelin,protein-coding,ENSG00000232125,2051
130752,MDH1B,malate dehydrogenase 1B,protein-coding,ENSG00000138400,2921
22868,FASTKD2,FAST kinase domains 2,protein-coding,ENSG00000118246,6945
100423002,MIR3130-2,microRNA 3130-2,ncRNA,ENSG00000263468,75
100422993,MIR3130-1,microRNA 3130-1,ncRNA,ENSG00000283469,75
130749,CPO,carboxypeptidase O,protein-coding,ENSG00000144410,23509
8609,KLF7,KLF transcription factor 7,protein-coding,ENSG00000118263,17471
100423036,MIR2355,microRNA 2355,ncRNA,ENSG00000253008,87
102465835,MIR7845,microRNA 7845,ncRNA,ENSG00000277590,99
101927865,MYOSLID-AS1,MYOSLID antisense RNA 1,ncRNA,,601
105373853,MYOSLID,"myocardin-induced smooth muscle lncRNA, inducer of differentiation",ncRNA,ENSG00000229647,974
105373852,LINC01802,long intergenic non-protein coding RNA 1802,ncRNA,,897
100302130,MIR1302-4,microRNA 1302-4,ncRNA,ENSG00000221628,150
105373851,LOC105373851,uncharacterized LOC105373851,ncRNA,,685
1385,CREB1,cAMP responsive element binding protein 1,protein-coding,ENSG00000118260,13058
151194,METTL21A,"methyltransferase 21A, HSPA lysine",protein-coding,ENSG00000144401,7572
102724714,LINC01857,long intergenic non-protein coding RNA 1857,ncRNA,ENSG00000224137,1254
151195,CCNYL1,cyclin Y like 1,protein-coding,ENSG00000163249,3913
7855,FZD5,frizzled class receptor 5,protein-coding,ENSG00000163251,9257
100616361,MIR4775,microRNA 4775,ncRNA,ENSG00000284079,75
389072,PLEKHM3,pleckstrin homology domain containing M3,protein-coding,ENSG00000178385,18166
105373854,LOC105373854,uncharacterized LOC105373854,ncRNA,ENSG00000289422,589
100507443,LOC100507443,uncharacterized LOC100507443,ncRNA,,437
1421,CRYGD,crystallin gamma D,protein-coding,ENSG00000118231,642
1420,CRYGC,crystallin gamma C,protein-coding,ENSG00000163254,703
1419,CRYGB,crystallin gamma B,protein-coding,ENSG00000182187,806
1418,CRYGA,crystallin gamma A,protein-coding,ENSG00000168582,622
389073,C2orf80,chromosome 2 open reading frame 80,protein-coding,ENSG00000188674,1393
3417,IDH1,isocitrate dehydrogenase (NADP(+)) 1,protein-coding,ENSG00000138413,2781
100507475,IDH1-AS1,IDH1 antisense RNA 1,ncRNA,ENSG00000231908,491
200576,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",protein-coding,ENSG00000115020,10558
5746,PTH2R,parathyroid hormone 2 receptor,protein-coding,ENSG00000144407,3679
105373855,LOC105373855,uncharacterized LOC105373855,ncRNA,,1045
101927960,LOC101927960,uncharacterized LOC101927960,ncRNA,,1118
105373857,LOC105373857,uncharacterized LOC105373857,ncRNA,,2463
105373856,LOC105373856,uncharacterized LOC105373856,ncRNA,,4115
4133,MAP2,microtubule associated protein 2,protein-coding,ENSG00000078018,10935
285175,UNC80,"unc-80 homolog, NALCN channel complex subunit",protein-coding,ENSG00000144406,16721
6120,RPE,ribulose-5-phosphate-3-epimerase,protein-coding,ENSG00000197713,4608
151050,KANSL1L,KAT8 regulatory NSL complex subunit 1 like,protein-coding,ENSG00000144445,14146
101928020,KANSL1L-AS1,KANSL1L antisense RNA 1,ncRNA,,1542
112268429,LOC112268429,,,,925
107985977,LOC107985977,uncharacterized LOC107985977,ncRNA,,3775
33,ACADL,acyl-CoA dehydrogenase long chain,protein-coding,ENSG00000115361,3272
4632,MYL1,myosin light chain 1,protein-coding,ENSG00000168530,1148
102724820,LANCL1-AS1,LANCL1 antisense RNA 1,ncRNA,,2169
10314,LANCL1,LanC like glutathione S-transferase 1,protein-coding,ENSG00000115365,4779
1373,CPS1,carbamoyl-phosphate synthase 1,protein-coding,ENSG00000021826,7246
29034,CPS1-IT1,CPS1 intronic transcript 1,ncRNA,ENSG00000280837,2306
107985978,LOC107985978,uncharacterized LOC107985978,ncRNA,,496
2066,ERBB4,erb-b2 receptor tyrosine kinase 4,protein-coding,ENSG00000178568,12572
100313771,MIR548F2,microRNA 548f-2,ncRNA,ENSG00000221782,98
107985979,LOC107985979,,,,1858
102725079,LINC01878,long intergenic non-protein coding RNA 1878,ncRNA,ENSG00000234308,1123
100616267,MIR4776-1,microRNA 4776-1,ncRNA,ENSG00000266354,80
100616472,MIR4776-2,microRNA 4776-2,ncRNA,ENSG00000283637,80
102725082,LOC102725082,uncharacterized LOC102725082,ncRNA,,5321
107985980,LOC107985980,uncharacterized LOC107985980,ncRNA,,6241
22807,IKZF2,IKAROS family zinc finger 2,protein-coding,ENSG00000030419,20084
105373863,LINC01953,long intergenic non-protein coding RNA 1953,ncRNA,,694
105373864,LOC105373864,uncharacterized LOC105373864,ncRNA,,507
107985981,LOC107985981,uncharacterized LOC107985981,ncRNA,,5185
100130451,SPAG16-DT,SPAG16 divergent transcript,ncRNA,,2497
79582,SPAG16,sperm associated antigen 16,protein-coding,ENSG00000144451,16621
100616375,MIR4438,microRNA 4438,ncRNA,ENSG00000265734,93
101928084,LOC101928084,uncharacterized LOC101928084,ncRNA,,1606
402117,VWC2L,von Willebrand factor C domain containing 2 like,protein-coding,ENSG00000174453,4788
100885780,VWC2L-IT1,VWC2L intronic transcript 1,ncRNA,ENSG00000224257,481
580,BARD1,BRCA1 associated RING domain 1,protein-coding,ENSG00000138376,5795
101928103,SNHG31,small nucleolar RNA host gene 31,ncRNA,ENSG00000229267,2240
109617008,SNORA70I,"small nucleolar RNA, H/ACA box 70I",snoRNA,ENSG00000207274,135
26154,ABCA12,ATP binding cassette subfamily A member 12,protein-coding,ENSG00000144452,9577
471,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,protein-coding,ENSG00000138363,2744
2335,FN1,fibronectin 1,protein-coding,ENSG00000115414,9208
112268430,LOC112268430,,,,847
105373868,FN1-DT,FN1 divergent transcript,ncRNA,,557
102724849,LOC102724849,uncharacterized LOC102724849,ncRNA,ENSG00000225166,825
102724861,LOC102724861,uncharacterized LOC102724861,ncRNA,,2597
646324,LINC00607,long intergenic non-protein coding RNA 607,ncRNA,ENSG00000235770,3690
105373869,LINC01614,long intergenic non-protein coding RNA 1614,ncRNA,ENSG00000230838,2170
105373870,LOC105373870,uncharacterized LOC105373870,ncRNA,,1498
55686,MREG,melanoregulin,protein-coding,ENSG00000118242,4636
55825,PECR,peroxisomal trans-2-enoyl-CoA reductase,protein-coding,ENSG00000115425,6144
92691,TMEM169,transmembrane protein 169,protein-coding,ENSG00000163449,3968
7520,XRCC5,X-ray repair cross complementing 5,protein-coding,ENSG00000079246,3379
150967,LINC01963,long intergenic non-protein coding RNA 1963,ncRNA,ENSG00000260804,3304
57574,MARCHF4,membrane associated ring-CH-type finger 4,protein-coding,ENSG00000144583,4903
107985983,LOC107985983,uncharacterized LOC107985983,ncRNA,,2065
107985985,SMARCAL1-AS1,SMARCAL1 antisense RNA 1,ncRNA,,636
107985984,LOC107985984,uncharacterized LOC107985984,ncRNA,,1088
50485,SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",protein-coding,ENSG00000138375,3235
100507554,RPL37A-DT,RPL37A divergent transcript,ncRNA,,2217
6168,RPL37A,ribosomal protein L37a,protein-coding,ENSG00000197756,2992
101928156,LOC101928156,uncharacterized LOC101928156,ncRNA,,630
101928180,LOC101928180,uncharacterized LOC101928180,ncRNA,,2453
105373871,LOC105373871,uncharacterized LOC105373871,ncRNA,,1394
101928232,LINC01280,long intergenic non-protein coding RNA 1280,ncRNA,,1617
3485,IGFBP2,insulin like growth factor binding protein 2,protein-coding,ENSG00000115457,2042
3488,IGFBP5,insulin like growth factor binding protein 5,protein-coding,ENSG00000115461,6239
101928278,IGFBP-AS1,IGFBP5 antisense RNA 1,ncRNA,,15844
7141,TNP1,transition protein 1,protein-coding,ENSG00000118245,407
105373876,LOC105373876,uncharacterized LOC105373876,ncRNA,ENSG00000237479,426
101928327,LINC01921,long intergenic non-protein coding RNA 1921,ncRNA,,393
105373874,LOC105373874,uncharacterized LOC105373874,ncRNA,,7521
105373873,LOC105373873,uncharacterized LOC105373873,ncRNA,,7255
105373872,LOC105373872,uncharacterized LOC105373872,ncRNA,,2257
105373877,DIRC3-AS1,DIRC3 antisense RNA 1,ncRNA,,1059
729582,DIRC3,disrupted in renal carcinoma 3,ncRNA,,3910
7145,TNS1,tensin 1,protein-coding,ENSG00000079308,14900
109623482,SNORA115,"small nucleolar RNA, H/ACA box 115",snoRNA,,144
102465485,MIR6809,microRNA 6809,ncRNA,ENSG00000275458,116
105373878,TNS1-AS1,TNS1 antisense RNA 1,ncRNA,ENSG00000223923,568
285180,RUFY4,RUN and FYVE domain containing 4,protein-coding,ENSG00000188282,4333
3580,CXCR2P1,C-X-C motif chemokine receptor 2 pseudogene 1,pseudo,,2136
3579,CXCR2,C-X-C motif chemokine receptor 2,protein-coding,ENSG00000180871,2964
3577,CXCR1,C-X-C motif chemokine receptor 1,protein-coding,ENSG00000163464,2459
101928487,LOC101928487,uncharacterized LOC101928487,ncRNA,,906
10109,ARPC2,actin related protein 2/3 complex subunit 2,protein-coding,ENSG00000163466,3863
100189253,TRY-ATA1-1,tRNA-Tyr (anticodon ATA) 1-1,tRNA,,73
151306,GPBAR1,G protein-coupled bile acid receptor 1,protein-coding,ENSG00000179921,3230
14,AAMP,angio associated migratory cell protein,protein-coding,ENSG00000127837,2005
25953,PNKD,PNKD metallo-beta-lactamase domain containing,protein-coding,ENSG00000127838,3677
64114,TMBIM1,transmembrane BAX inhibitor motif containing 1,protein-coding,ENSG00000135926,3656
102465256,MIR6513,microRNA 6513,ncRNA,ENSG00000284173,64
105373881,LOC105373881,uncharacterized LOC105373881,ncRNA,,1670
105373880,LOC105373880,uncharacterized LOC105373880,ncRNA,,1010
103689911,CATIP-AS2,CATIP antisense RNA 2,ncRNA,,1183
102466197,MIR6810,microRNA 6810,ncRNA,ENSG00000278524,70
375307,CATIP,ciliogenesis associated TTC17 interacting protein,protein-coding,ENSG00000158428,2149
101928513,CATIP-AS1,CATIP antisense RNA 1,ncRNA,ENSG00000225062,547
6556,SLC11A1,solute carrier family 11 member 1,protein-coding,ENSG00000018280,5090
58190,CTDSP1,CTD small phosphatase 1,protein-coding,ENSG00000144579,4516
407017,MIR26B,microRNA 26b,ncRNA,ENSG00000199121,77
7429,VIL1,villin 1,protein-coding,ENSG00000127831,6500
57695,USP37,ubiquitin specific peptidase 37,protein-coding,ENSG00000135913,8216
9125,CNOT9,CCR4-NOT transcription complex subunit 9,protein-coding,ENSG00000144580,5613
84812,PLCD4,phospholipase C delta 4,protein-coding,ENSG00000115556,4710
7701,ZNF142,zinc finger protein 142,protein-coding,ENSG00000115568,15134
617,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",protein-coding,ENSG00000074582,2622
64320,RNF25,ring finger protein 25,protein-coding,ENSG00000163481,1566
27148,STK36,serine/threonine kinase 36,protein-coding,ENSG00000163482,5353
9654,TTLL4,tubulin tyrosine ligase like 4,protein-coding,ENSG00000135912,8055
1593,CYP27A1,cytochrome P450 family 27 subfamily A member 1,protein-coding,ENSG00000135929,2309
107985986,LOC107985986,,,,576
53632,PRKAG3,protein kinase AMP-activated non-catalytic subunit gamma 3,protein-coding,ENSG00000115592,5316
103504730,MIR9500,microRNA 9500,ncRNA,ENSG00000283639,65
7475,WNT6,Wnt family member 6,protein-coding,ENSG00000115596,1719
80326,WNT10A,Wnt family member 10A,protein-coding,ENSG00000135925,2242
107984111,LOC107984111,,,,1203
105373882,LOC105373882,uncharacterized LOC105373882,ncRNA,,1085
101928537,LINC01494,long intergenic non-protein coding RNA 1494,ncRNA,ENSG00000228135,1009
8941,CDK5R2,cyclin dependent kinase 5 regulatory subunit 2,protein-coding,ENSG00000171450,2490
151300,LINC00608,long intergenic non-protein coding RNA 608,ncRNA,,1556
54738,FEV,"FEV transcription factor, ETS family member",protein-coding,ENSG00000163497,1406
1412,CRYBA2,crystallin beta A2,protein-coding,ENSG00000163499,902
494324,MIR375,microRNA 375,ncRNA,ENSG00000198973,64
100129175,LOC100129175,uncharacterized LOC100129175,ncRNA,ENSG00000224090,1993
255101,CFAP65,cilia and flagella associated protein 65,protein-coding,ENSG00000181378,10791
107985987,LOC107985987,uncharacterized LOC107985987,ncRNA,,2217
3549,IHH,Indian hedgehog signaling molecule,protein-coding,ENSG00000163501,2473
100422957,MIR3131,microRNA 3131,ncRNA,ENSG00000264755,63
79840,NHEJ1,non-homologous end joining factor 1,protein-coding,ENSG00000187736,2103
151295,SLC23A3,solute carrier family 23 member 3,protein-coding,ENSG00000213901,2346
27013,CNPPD1,cyclin Pas1/PHO80 domain containing 1,protein-coding,ENSG00000115649,2554
79137,RETREG2,reticulophagy regulator family member 2,protein-coding,ENSG00000144567,4817
130617,ZFAND2B,zinc finger AN1-type containing 2B,protein-coding,ENSG00000158552,1325
10058,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),protein-coding,ENSG00000115657,2980
79065,ATG9A,autophagy related 9A,protein-coding,ENSG00000198925,3770
55139,ANKZF1,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,protein-coding,ENSG00000163516,3483
79411,GLB1L,galactosidase beta 1 like,protein-coding,ENSG00000163521,3024
8576,STK16,serine/threonine kinase 16,protein-coding,ENSG00000115661,3128
7277,TUBA4A,tubulin alpha 4a,protein-coding,ENSG00000127824,2563
80086,TUBA4B,tubulin alpha 4b,protein-coding,ENSG00000243910,1389
3300,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2,protein-coding,ENSG00000135924,3072
5798,PTPRN,protein tyrosine phosphatase receptor type N,protein-coding,ENSG00000054356,3707
406944,MIR153-1,microRNA 153-1,ncRNA,ENSG00000207647,90
389075,RESP18,regulated endocrine specific protein 18,protein-coding,ENSG00000182698,814
107985835,LOC107985835,uncharacterized LOC107985835,ncRNA,,444
105373883,LOC105373883,uncharacterized LOC105373883,ncRNA,,353
23549,DNPEP,aspartyl aminopeptidase,protein-coding,ENSG00000123992,4325
105373884,DNPEP-AS1,DNPEP antisense RNA 1,ncRNA,,1659
1674,DES,desmin,protein-coding,ENSG00000175084,2243
